Category,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,cluster
Taco or tostada with fish,20.39,26.0,2.6,10.09,3.704,2.768,4.208,12.04,0.78,38.0,223.0,238.0,447.0,1.01,47.0,0.79,0.166,1.7,1.27,8.5,7
Taco or tostada with meat,19.116666666666667,26.666666666666668,3.1333333333333333,8.83,4.329,2.4233333333333333,4.774333333333334,12.94,1.2533333333333332,33.666666666666664,157.0,245.33333333333331,447.3333333333333,1.8233333333333333,36.66666666666666,0.66,0.1533333333333333,2.1,0.8466666666666667,9.733333333333334,1
Taco or tostada with meat and beans,19.74,20.5,3.55,8.165,3.7215,2.35,3.9715,11.095,1.26,35.0,156.5,246.0,429.5,1.585,25.5,0.595,0.128,2.1,0.655,10.15,1
Taco or tostada with meat and sour cream,17.33,34.0,2.3,9.42,5.027,2.26,6.01,15.38,1.24,32.0,148.0,254.0,469.0,2.08,57.0,0.65,0.197,2.6,1.11,7.4,1
Taco sauce,0.72,0.0,0.5,1.16,0.055,0.361,0.095,0.68,1.04,11.0,21.0,115.0,570.0,0.14,74.0,0.0,0.139,4.0,0.01,0.2,4
Taco shell,58.345,0.0,5.25,7.62,8.626,6.856999999999999,7.6845,25.43,2.78,53.5,227.5,183.0,559.0,1.09,0.5,0.0,0.13,0.0,0.97,13.6,13
Taco with crab meat,16.54,60.0,1.2,12.06,5.14,1.302,3.939,11.53,1.4,26.0,177.0,222.0,718.0,2.02,53.0,1.24,0.136,9.0,1.62,6.6,13
Taffy,82.15,0.0,0.0,0.81,0.258,0.084,7.208,8.03,0.06,2.0,11.0,12.0,75.0,0.12,0.0,0.02,0.002,44.2,0.32,1.6,6
Tahini,21.19,0.0,9.3,17.0,20.302,23.564,7.529,53.76,8.95,95.0,732.0,414.0,115.0,4.62,3.0,0.0,0.149,0.0,0.25,0.0,3
Tamal in a leaf,11.46,52.0,1.5,9.41,4.529,1.231,1.9,8.24,0.95,26.0,130.0,315.0,289.0,1.54,34.0,0.34,0.203,6.5,1.05,7.0,10
Tamale,25.5,14.25,2.25,2.2475,7.784499999999999,3.2105,6.1697500000000005,18.1625,1.02,21.5,57.0,117.25,459.25,0.4375,1.5,0.0,0.1139999999999999,0.8,0.5750000000000001,4.175,4
Tamale casserole,10.83,23.0,1.5,6.91,5.126,0.672,2.928,9.78,1.48,15.0,76.0,194.0,274.0,1.54,15.0,0.52,0.136,9.3,0.97,4.5,1
Tamale casserole with meat,15.47,18.0,1.7,6.33,3.473,0.959,2.88,7.97,0.85,23.0,82.0,191.0,360.0,1.27,6.0,0.36,0.188,5.9,0.31,1.9,1
Tamale with chicken,14.8,40.0,1.2,8.63,5.994,1.837,4.946,13.69,0.54,24.0,113.0,128.0,462.0,0.79,2.0,0.1,0.152,0.6,0.22,0.1,13
Tamale with meat,14.8,40.0,1.2,8.63,5.994,1.837,4.946,13.69,0.54,24.0,113.0,128.0,462.0,0.79,2.0,0.1,0.152,0.6,0.22,0.1,13
Tamarind,64.35499999999999,0.0,4.85,2.66,0.172,0.0559999999999999,0.2585,0.585,2.66,87.5,107.5,596.5,26.5,0.095,1.5,0.0,0.0595,2.05,0.095,2.65,5
Tamarind candy,91.96,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,45.0,56.0,309.0,1643.0,0.08,1.0,0.0,0.032,0.0,0.05,1.4,4
Tamarind drink,27.67,0.0,1.2,0.64,0.041,0.013,0.062,0.18,0.65,22.0,26.0,144.0,9.0,0.03,0.0,0.0,0.015,0.8,0.02,0.6,5
Tangerine,13.34,0.0,1.8,0.81,0.06,0.065,0.039,0.31,0.15,12.0,20.0,166.0,2.0,0.07,34.0,0.0,0.078,26.7,0.2,0.0,5
Tangerine juice,10.1,0.0,0.2,0.5,0.036,0.04,0.024,0.2,0.2,8.0,14.0,178.0,1.0,0.03,12.0,0.0,0.042,29.4,0.13,0.0,5
Tannier,27.55,2.0,4.3,1.57,1.019,0.92,0.818,2.94,0.57,34.0,88.0,616.0,143.0,0.24,15.0,0.0,0.283,4.0,2.8,3.6,5
Taquito or flauta with cheese,33.09,27.0,4.6,10.52,2.538,1.354,5.582,11.37,0.94,60.0,353.0,156.0,212.0,1.96,86.0,0.16,0.157,0.0,0.41,0.7,3
Taquito or flauta with chicken,33.63,13.0,2.9,9.21,4.835,4.235,2.31,12.54,2.47,24.0,132.0,155.0,453.0,0.71,30.0,0.18,0.14,0.0,1.13,16.9,13
Taquito or flauta with chicken and cheese,33.63,13.0,2.9,9.21,4.835,4.235,2.31,12.54,2.47,24.0,132.0,155.0,453.0,0.71,30.0,0.18,0.14,0.0,1.13,16.9,13
Taquito or flauta with egg,27.02,114.0,2.0,10.61,3.61,2.67,4.927,12.77,2.45,19.0,219.0,128.0,576.0,1.08,82.0,0.32,0.094,0.1,0.67,6.7,13
Taquito or flauta with egg and breakfast meat,25.62,113.0,1.8,11.9,4.272,2.861,5.318,14.01,2.37,20.0,228.0,149.0,637.0,1.19,78.0,0.31,0.114,0.1,0.66,6.3,13
Taquito or flauta with meat,33.46,11.0,2.8,9.4,5.127,4.187,2.621,12.79,2.67,24.0,137.0,174.0,456.0,1.05,35.0,0.28,0.179,0.0,1.25,22.0,13
Taquito or flauta with meat and cheese,33.46,11.0,2.8,9.4,5.127,4.187,2.621,12.79,2.67,24.0,137.0,174.0,456.0,1.05,35.0,0.28,0.179,0.0,1.25,22.0,13
Taro,27.55,2.0,4.3,1.57,1.019,0.92,0.818,2.94,0.57,34.0,88.0,616.0,143.0,0.24,15.0,0.0,0.283,4.0,2.8,3.6,5
Taro chips,68.1,0.0,7.2,2.3,4.43,12.88,6.43,24.9,1.2,84.0,131.0,755.0,342.0,0.38,7.0,0.0,0.438,5.0,11.34,18.0,10
Taro leaves,6.98,2.0,3.9,5.19,1.065,1.153,0.932,3.5,2.35,47.0,63.0,675.0,134.0,0.43,250.0,0.0,0.162,37.9,2.42,115.6,5
Tartar sauce,13.3,7.0,0.5,1.0,3.605,9.044,3.333,16.7,0.25,6.0,17.0,68.0,667.0,0.12,11.0,0.02,0.044,2.3,1.68,50.4,4
Tea,6.174878048780488,0.0975609756097561,0.2292682926829267,0.5602439024390244,0.0060731707317073,0.0076341463414634,0.0168292682926829,0.0614634146341463,0.0768292682926829,8.292682926829269,11.24390243902439,171.1219512195122,6.536585365853658,0.0609756097560975,0.7073170731707317,0.0063414634146341,0.0108780487804878,0.4634146341463415,0.0004878048780487,0.0024390243902439,5
Tequila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.0,0.0,0.001,0.0,0.0,0.0,3
Tequila Sunrise,13.47,0.0,0.2,0.46,0.015,0.02,0.009,0.08,0.1,8.0,20.0,122.0,4.0,0.07,1.0,0.0,0.051,22.5,0.13,0.0,5
Teriyaki chicken with rice and vegetable,22.46,16.0,0.7,5.65,0.503,0.415,0.327,1.56,0.35,14.0,94.0,123.0,333.0,0.38,32.0,0.32,0.16,3.0,0.23,3.8,13
Teriyaki sauce,15.57,0.0,0.1,5.93,0.0,0.0,0.0,0.02,1.7,61.0,154.0,225.0,2805.5,0.1,0.0,0.0,0.1,0.0,0.0,0.0,4
Textured vegetable protein,33.92,0.0,17.5,51.46,0.208,0.533,0.136,1.22,9.24,290.0,674.0,2384.0,20.0,2.46,2.0,0.0,0.574,0.0,0.12,4.1,5
Thistle leaves,5.73,2.0,1.1,2.72,1.251,1.071,0.799,3.46,1.36,40.0,79.0,631.0,146.0,0.24,354.0,0.0,0.262,50.3,1.05,566.6,12
Thousand Island dressing,22.656666666666663,14.0,1.7666666666666666,0.8233333333333334,4.897,7.180666666666666,2.012,15.943333333333335,0.7866666666666666,6.333333333333333,14.0,143.66666666666666,901.6666666666666,0.18,10.333333333333334,0.0,0.0,0.5,1.9166666666666667,33.46666666666666,4
Thuringer,3.33,74.0,0.0,17.45,12.97,1.2,11.51,30.43,2.04,14.0,111.0,260.0,1300.0,2.56,0.0,5.5,0.26,16.6,0.22,1.3,4
Tilapia,6.90764705882353,66.52941176470588,0.3647058823529411,22.876470588235293,1.785235294117647,1.4482941176470587,1.7077058823529412,5.447058823529411,1.0811764705882352,32.529411764705884,202.0,342.94117647058823,392.7647058823529,0.5164705882352941,23.176470588235293,1.5564705882352945,0.1980588235294117,0.1764705882352941,0.8329411764705883,4.658823529411765,1
Tiramisu,29.59,123.0,0.4,5.9,6.577,1.318,14.158,24.29,1.11,15.0,105.0,156.0,155.0,0.57,220.0,0.32,0.062,1.1,0.72,1.7,9
Toblerone,61.21,14.0,2.5,5.71,3.744,3.234,17.143,28.57,1.6,47.0,145.0,260.0,54.0,1.53,37.0,0.47,0.027,0.0,1.77,19.4,3
Toffee,69.57666666666667,23.666666666666668,1.0333333333333334,5.14,5.562333333333334,2.960666666666667,9.517333333333331,18.936666666666667,0.6333333333333333,24.0,114.66666666666669,226.33333333333331,248.33333333333331,0.62,32.333333333333336,0.3033333333333333,0.0533333333333333,0.3999999999999999,0.7733333333333333,4.366666666666667,10
Tofu and vegetables excluding carrots,4.45,0.0,0.9,4.12,2.553,3.089,0.973,6.94,0.89,21.0,63.0,165.0,211.0,0.44,8.0,0.01,0.11,12.4,0.74,21.1,1
Tofu and vegetables including carrots,4.81,0.0,1.2,4.14,2.468,2.982,0.95,6.71,0.8,21.0,66.0,185.0,216.0,0.44,125.0,0.01,0.108,13.5,0.88,32.6,1
Tom Collins,16.11,0.0,0.0,0.08,0.002,0.015,0.006,0.08,0.09,1.0,6.0,22.0,77.0,0.06,0.0,0.0,0.0,2.0,0.0,0.0,4
Tomato,9.09,0.0,0.9,1.0,0.025,0.067,0.023,0.18,0.43,8.0,23.0,169.0,955.0,0.06,25.0,0.0,0.064,18.4,0.32,8.4,4
Tomato and cucumber salad made with tomato,6.53,0.0,0.6,0.53,4.222,4.174,1.397,10.16,0.23,9.0,18.0,135.0,212.0,0.13,13.0,0.0,0.045,5.3,1.34,18.5,1
Tomato and vegetable juice,4.23,0.0,0.65,0.765,0.038,0.059,0.051,0.205,0.35,11.0,18.0,189.0,113.5,0.16,56.5,0.0,0.1055,41.0,0.67,5.699999999999999,10
Tomato aspic,4.7,0.0,0.3,2.57,0.006,0.023,0.02,0.26,0.34,10.0,16.0,179.0,201.0,0.09,18.0,0.0,0.059,58.1,0.26,1.8,1
Tomato beef noodle soup,8.44,2.0,0.6,1.78,0.69,0.27,0.635,1.71,0.45,3.0,23.0,88.0,367.0,0.3,12.0,0.08,0.035,0.0,0.31,0.0,4
Tomato beef rice soup,8.44,2.0,0.6,1.78,0.69,0.27,0.635,1.71,0.45,3.0,23.0,88.0,367.0,0.3,12.0,0.08,0.035,0.0,0.31,0.0,4
Tomato beef soup,8.44,2.0,0.6,1.78,0.69,0.27,0.635,1.71,0.45,3.0,23.0,88.0,367.0,0.3,12.0,0.08,0.035,0.0,0.31,0.0,4
Tomato chili sauce,19.79,0.0,2.4,2.5,0.038,0.154,0.045,0.3,0.8,12.0,52.0,370.0,1338.0,0.16,34.0,0.0,0.16,16.0,1.92,5.2,4
Tomato juice,4.06,0.0,0.6000000000000001,0.725,0.0105,0.0345,0.0165,0.195,0.405,11.0,18.0,205.0,155.5,0.155,50.5,0.0,0.105,48.9,0.32,3.8,10
Tomato juice cocktail,3.87,0.0,0.5,0.93,0.06,0.076,0.088,0.31,0.28,11.0,19.0,185.0,169.0,0.12,35.0,0.0,0.071,54.3,1.02,6.1,1
Tomato noodle soup,11.99,7.5,0.6499999999999999,2.18,0.2585,0.1835,0.3775,1.005,0.52,12.0,49.0,265.0,160.5,0.29,22.0,0.135,0.056,5.15,0.175,1.3,10
Tomato rice soup,8.54,1.0,0.7,0.82,0.235,0.525,0.2,1.06,0.31,2.0,13.0,129.0,319.0,0.2,12.0,0.0,0.03,5.8,0.86,1.5,13
Tomato sandwich,23.61,3.0,1.6,4.66,1.548,4.095,1.221,7.09,1.64,17.0,63.0,165.0,259.0,0.48,21.0,0.01,0.079,6.2,0.58,16.3,1
Tomato sauce,12.08,0.0,0.6,0.48,2.531,2.52,0.837,6.15,0.4,6.0,11.0,119.0,965.0,0.09,9.0,0.0,0.039,2.8,1.28,8.2,4
Tomato soup,8.1,1.6666666666666667,0.5666666666666667,1.3500000000000003,0.1748333333333333,0.0928333333333333,0.2968333333333333,0.6383333333333333,0.3666666666666667,10.0,35.5,224.83333333333331,165.5,0.1833333333333333,21.33333333333333,0.0833333333333333,0.055,5.75,0.185,1.5,10
Tomato vegetable soup,7.72,0.0,0.6,0.74,0.069,0.08,0.058,0.22,0.3,8.0,16.0,285.0,193.0,0.1,10.0,0.0,0.044,6.5,0.17,1.6,10
Tomato vegetable soup with noodles,4.89,0.0,0.3,0.86,0.34,0.295,0.12,0.79,0.44,3.0,14.0,86.0,338.0,0.19,71.0,0.0,0.023,0.6,0.58,2.1,4
Tomatoes,5.362500000000001,2.375,1.55,1.16,0.723,0.581375,0.772,2.24625,0.44375,12.375,27.25,246.125,86.25,0.1962499999999999,48.5,0.00625,0.102875,13.9875,0.76625,8.6125,5
Tomatoes as ingredient in omelet,5.48,0.0,1.6,1.11,0.035,0.094,0.038,0.23,0.33,13.0,30.0,278.0,6.0,0.21,43.0,0.0,0.104,18.2,0.6,8.8,5
Tongue,0.0,130.0,0.0,18.965,9.932,0.7335,7.987999999999999,21.925,2.565,15.0,142.5,180.5,715.5,4.025,0.0,3.075,0.1525,1.3,0.295,1.2,13
Tongue pot roast,0.34,144.0,0.1,21.03,11.557,0.898,8.947,25.04,2.94,18.0,159.0,206.0,1245.0,4.47,0.0,2.55,0.102,1.3,0.48,3.4,4
Topping,64.27499999999999,0.1666666666666666,1.8833333333333333,2.786666666666666,1.4868333333333332,2.3508333333333336,5.737333333333333,10.171666666666669,1.205,29.5,69.83333333333333,160.66666666666666,145.16666666666666,0.5066666666666667,3.6666666666666665,0.085,0.0489999999999999,2.45,1.3283333333333334,1.0,10
Topping from cheese pizza,7.62,45.0,1.0,16.86,3.366,0.793,8.024,14.67,0.58,29.0,381.0,261.0,713.0,2.57,156.0,0.62,0.145,1.1,1.72,8.8,7
Topping from meat and vegetable pizza,7.66,61.0,1.0,17.55,8.0,2.445,9.55,22.03,0.97,27.0,285.0,322.0,837.0,2.5,98.0,0.8,0.272,11.0,1.42,7.4,13
Topping from meat pizza,5.65,68.0,0.7,19.19,8.921,2.698,10.647,24.52,0.97,27.0,309.0,302.0,934.0,2.74,105.0,0.89,0.244,0.7,1.49,6.5,13
Topping from vegetable pizza,12.18,40.0,1.9,15.59,4.803,0.891,7.622,15.61,2.18,32.0,348.0,311.0,805.0,2.39,146.0,0.54,0.212,17.3,2.03,10.6,7
Tortellini,19.71,52.3,1.01,6.689,1.7265,0.9779,1.9981,5.336,1.17,16.1,99.7,117.4,410.5,0.6890000000000001,54.8,0.204,0.0778,1.66,0.585,13.49,13
Tortilla,46.73,0.0,6.125,7.6525,1.6815,1.63875,2.48575,6.505,2.48,56.5,281.5,182.25,447.0,1.17,0.0,0.0,0.1745,0.0,0.33,3.825,7
Tortilla chips,69.815,0.0,5.12,8.85,5.2219,8.3322,2.3982,17.151,1.411,85.4,271.6,232.5,455.6,1.236,3.7,0.0,0.1873,0.22,4.551,14.52,7
Trail mix,51.12,0.0,6.5,10.9,12.514,8.446,3.69,26.74,2.14,112.0,298.0,523.0,134.0,1.99,1.0,0.0,0.263,0.9,5.5,7.7,3
Trail mix with chocolate,48.32,4.0,6.0,11.65,13.906,8.733,7.006,32.17,2.16,119.0,324.0,490.0,146.0,2.36,15.0,0.13,0.244,0.8,5.35,7.4,3
Trail mix with nuts,21.18,0.0,8.1,20.06,24.866,16.774,7.288,52.82,3.2,205.0,543.0,649.0,252.0,3.75,0.0,0.0,0.42,0.6,9.89,9.9,3
Trail mix with nuts and fruit,51.12,0.0,6.5,10.9,12.514,8.446,3.69,26.74,2.14,112.0,298.0,523.0,134.0,1.99,1.0,0.0,0.263,0.9,5.5,7.7,3
Trail mix with pretzels,50.65,0.0,6.1,13.09,12.781,8.826,3.802,27.58,3.04,115.0,319.0,480.0,444.0,2.21,0.0,0.0,0.257,1.2,5.38,7.1,10
Trifle,23.24,63.0,0.4,3.53,2.098,0.422,4.05,7.1,0.83,10.0,90.0,125.0,180.0,0.39,81.0,0.23,0.053,0.5,0.37,1.2,7
Tripe,0.0,127.0,0.0,12.6,1.6,0.188,1.348,3.85,0.62,14.0,67.0,70.0,441.0,1.48,0.0,1.09,0.008,0.0,0.09,0.0,4
Tropical fruit medley,12.22,0.0,1.3,0.31,0.0,0.0,0.0,0.14,0.0,5.0,11.0,141.0,0.0,0.05,4.0,0.0,0.039,15.9,0.1,0.8,5
Trout,6.523888888888889,77.5,0.3444444444444444,23.436666666666667,3.3606666666666665,2.6592777777777776,2.546222222222222,10.230555555555556,0.8033333333333333,31.27777777777778,268.8333333333333,435.1111111111111,403.77777777777777,0.6516666666666667,100.44444444444444,3.978888888888889,0.3761666666666666,2.705555555555556,2.9544444444444444,3.111111111111111,10
Truffles,49.64,41.0,2.8,6.78,7.819,1.447,20.008,31.91,1.96,53.0,181.0,323.0,86.0,1.94,126.0,0.65,0.035,0.1,0.62,5.4,14
Tuna,2.763076923076923,49.92307692307692,0.1384615384615384,29.96076923076923,1.3755384615384614,1.3495384615384616,0.8354615384615385,3.929230769230769,1.366923076923077,41.84615384615385,316.61538461538464,488.7692307692308,306.9230769230769,0.6330769230769231,23.153846153846157,2.62,0.8554615384615385,0.2769230769230769,0.6423076923076922,5.6923076923076925,10
Tuna and rice with mushroom sauce,15.39,6.0,0.4,4.57,1.792,2.218,0.885,5.16,0.84,11.0,55.0,73.0,298.0,0.39,8.0,0.41,0.097,0.0,0.59,9.3,4
Tuna cake or patty,2.63,67.0,0.2,15.34,4.393,7.335,2.454,14.88,1.54,19.0,126.0,155.0,373.0,0.66,28.0,1.75,0.232,0.3,1.28,23.9,13
Tuna casserole with vegetables and mushroom sauce,8.41,20.0,0.9,8.86,1.17,1.269,2.14,5.07,1.18,16.0,94.0,175.0,367.0,0.54,35.0,0.99,0.159,3.5,0.38,7.3,13
Tuna loaf,9.32,84.0,0.4,21.08,4.683,3.612,2.69,11.86,1.53,24.0,221.0,185.0,338.0,0.9,104.0,1.39,0.115,2.0,1.23,41.9,7
Tuna noodle casserole with cream or white sauce,15.4,36.0,0.7,10.12,1.894,0.972,3.531,7.18,1.41,22.0,119.0,141.0,255.0,0.68,76.0,1.09,0.194,0.0,0.59,2.4,7
Tuna noodle casserole with mushroom sauce,13.92,27.0,0.8,9.02,1.228,1.283,2.044,5.13,1.29,18.0,95.0,116.0,331.0,0.57,33.0,0.92,0.133,0.0,0.37,6.3,13
Tuna noodle casserole with vegetables,14.04,30.0,0.8,9.01,1.599,0.843,2.991,6.12,1.28,20.0,114.0,171.0,216.0,0.65,65.0,0.93,0.188,2.7,0.51,2.3,7
Tuna noodle casserole with vegetables and mushroom sauce,12.97,23.0,1.0,7.97,1.048,1.116,1.749,4.43,1.29,17.0,92.0,144.0,282.0,0.58,29.0,0.78,0.134,2.7,0.33,5.6,13
Tuna pot pie,16.5,12.0,1.3,8.96,5.064,3.314,3.628,13.16,1.32,16.0,108.0,130.0,270.0,0.47,152.0,0.47,0.06,1.4,1.0,20.4,9
Tuna salad,5.06,21.22222222222222,0.4444444444444444,9.877777777777778,1.289,3.096111111111111,0.928,5.725555555555555,0.9744444444444444,14.88888888888889,83.88888888888889,160.22222222222223,459.8888888888889,0.3888888888888889,18.22222222222222,1.298888888888889,0.1827777777777778,0.711111111111111,0.7044444444444444,24.11111111111111,13
Tuna salad sandwich,17.9125,22.0,0.975,10.525,2.82325,6.53375,2.7245,12.685,1.7375,19.75,118.75,143.0,471.0,0.6975,27.0,0.9275,0.1495,0.45,0.7,28.45,13
Tuna salad with cheese,2.78,34.0,0.4,11.37,3.894,8.519,4.11,17.58,0.91,16.0,117.0,146.0,437.0,0.72,49.0,1.32,0.172,0.7,0.92,40.7,13
Tuna salad with egg,2.67,56.0,0.4,10.33,3.568,8.623,2.583,15.4,1.01,14.0,88.0,151.0,389.0,0.46,31.0,1.32,0.178,0.7,0.94,40.9,13
Tuna salad wrap sandwich,16.87,26.0,1.3,10.66,3.358,6.347,4.11,14.87,1.73,18.0,173.0,145.0,577.0,0.72,40.0,0.96,0.135,0.4,0.63,29.1,13
Tuna with cream or white sauce,2.81,32.0,0.0,14.42,0.919,0.6,1.645,3.64,1.25,20.0,127.0,170.0,329.0,0.6,52.0,1.92,0.276,0.0,0.52,1.6,7
Turkey,2.610697674418605,73.46511627906976,0.1860465116279069,22.320930232558137,2.188,1.7373720930232557,1.7879534883720931,6.3281395348837215,1.0562790697674418,23.953488372093023,191.3953488372093,227.5581395348837,440.2558139534884,2.11,15.16279069767442,0.9269767441860464,0.4491860465116279,0.3023255813953489,0.1904651162790697,0.8837209302325582,7
Turkey and bacon submarine sandwich,18.455,22.0,1.05,11.305,2.971,4.056,2.927,10.46,1.605,22.5,156.0,249.5,456.0,0.94,17.0,0.265,0.185,0.95,0.475,13.95,1
Turkey bacon,4.52,126.5,0.0,21.415,8.9765,5.573,6.8,22.935,1.6749999999999998,24.5,280.5,411.0,1460.5,3.16,13.5,1.27,0.3875,12.0,1.4200000000000002,5.4,13
Turkey dinner,16.32,14.0,1.3,6.97,1.235,1.087,0.877,3.89,0.79,18.0,106.0,230.0,326.0,0.48,44.0,0.33,0.177,0.8,0.24,11.5,1
Turkey ham,2.93,67.0,0.0,19.6,0.864,1.148,1.09,3.8,1.35,20.0,304.0,299.0,1038.0,2.36,0.0,0.26,0.23,0.0,0.39,0.0,13
Turkey light or dark meat,0.14,98.0,0.0,30.25,3.172,2.56,1.963,8.52,0.96,22.0,177.0,174.0,576.0,2.18,17.0,0.67,0.462,0.0,0.13,0.0,13
Turkey or chicken,13.25,39.0,0.0,19.93,4.8,2.882,2.916,11.13,1.2,40.0,266.0,988.0,415.0,2.24,0.0,0.14,0.498,0.0,1.44,32.4,10
Turkey or chicken and beef sausage,2.23,76.0,0.0,16.47,8.156,2.808,7.138,20.47,1.46,21.0,167.0,314.0,785.0,2.59,9.0,1.27,0.272,9.6,0.31,1.6,13
Turkey or chicken and pork sausage,0.7,84.0,0.0,22.7,9.719,3.25,7.95,23.0,1.62,19.0,191.0,337.0,878.0,3.17,0.0,1.26,0.34,1.1,0.39,5.7,13
Turkey or chicken burger,19.895,54.0,1.35,20.43,2.3435,2.4290000000000003,1.9115,7.710000000000001,2.17,34.5,205.0,238.5,351.0,2.26,19.5,0.86,0.4135,0.5,0.2,2.2,7
Turkey or chicken sausage,5.166666666666667,74.33333333333333,0.0,19.776666666666667,3.9426666666666654,3.401666666666667,2.9120000000000004,11.726666666666668,1.3233333333333333,28.0,228.33333333333331,574.3333333333334,609.0,2.776666666666667,0.0,0.9866666666666668,0.4296666666666667,0.0,0.6666666666666666,11.166666666666666,1
Turkey salad or turkey spread sandwich,19.52,41.0,1.1,14.36,2.343,5.361,1.847,9.93,1.72,23.0,130.0,174.0,347.0,1.28,6.0,0.35,0.281,0.5,0.46,20.1,13
Turkey sandwich,18.61,60.0,0.9,20.28,1.777,3.371,1.503,7.03,1.87,27.0,171.0,182.0,346.0,1.78,3.0,0.55,0.404,0.0,0.27,7.6,7
Turkey stick,1.4,65.0,0.2,13.7,4.671,3.615,4.143,14.2,0.92,10.0,120.0,120.0,295.0,2.4,6.0,1.3,0.023,1.5,0.12,0.0,7
Turkey submarine sandwich,22.42,10.0,1.3,9.12,0.521,1.037,0.476,2.31,1.84,23.0,122.0,253.0,317.0,0.66,2.0,0.12,0.176,1.2,0.28,4.7,1
Turkey with barbecue sauce,12.23,63.0,0.3,18.545,1.9065,1.5365000000000002,1.5395,5.49,0.745,23.0,171.5,239.5,465.5,1.58,11.5,1.17,0.4145,0.2,0.29,0.5,7
Turkey with gravy,12.076666666666666,34.666666666666664,1.0,11.453333333333331,0.9673333333333334,0.8076666666666666,0.7806666666666667,2.9933333333333336,0.8300000000000001,19.33333333333333,114.66666666666669,205.66666666666663,279.6666666666667,0.9833333333333334,58.333333333333336,0.3833333333333333,0.2693333333333333,1.4,0.1999999999999999,6.233333333333333,1
Turkey with vegetable,10.65,23.0,1.5,9.31,0.703,0.395,0.509,1.82,0.68,18.0,85.0,196.0,210.0,0.64,119.0,0.11,0.254,2.1,0.35,11.2,1
Turnip,7.773333333333333,0.6666666666666666,1.7333333333333334,0.8666666666666667,0.3396666666666666,0.3286666666666667,0.269,1.01,0.29,10.333333333333334,26.0,183.0,422.6666666666667,0.2566666666666666,4.0,0.0,0.0863333333333333,18.133333333333336,0.1333333333333333,0.9333333333333336,13
Turnip greens,3.67625,1.0,2.35,1.775,0.4862499999999999,0.510375,0.432,1.575,1.41625,21.5,26.0,174.125,162.75,0.24875,377.5,0.0,0.0885,19.3,1.98375,359.775,12
Turnover,27.85333333333333,23.933333333333334,1.606666666666667,9.265333333333333,4.450466666666667,2.5244,4.158933333333334,12.252666666666666,2.098666666666667,18.866666666666667,129.73333333333332,172.46666666666667,376.8666666666667,1.302,42.46666666666667,0.4553333333333333,0.0992,5.666666666666667,0.7086666666666666,7.260000000000001,13
Turnover filled with ground beef and cabbage,29.83,20.0,1.8,10.29,3.451,1.315,2.559,8.25,2.41,17.0,99.0,172.0,262.0,1.75,2.0,0.6,0.147,6.6,0.31,19.9,1
Turnover filled with meat and vegetable,22.85,29.0,1.3,10.66,7.72,4.12,5.413,18.77,2.07,14.0,83.0,130.0,362.0,1.97,52.0,0.58,0.112,4.9,1.06,10.3,13
Turnover or dumpling,41.846,10.2,1.36,3.62,6.7538,4.688000000000001,4.1126000000000005,16.631999999999998,1.698,9.2,42.2,65.2,307.2,0.286,12.4,0.016,0.028,1.6,1.176,10.84,4
Turrnip greens,4.23,2.0,3.4,1.11,0.947,0.863,0.772,2.76,0.78,21.0,28.0,197.0,150.0,0.14,380.0,0.0,0.191,26.5,2.12,358.2,12
Turtle,0.09,60.0,0.0,23.6,1.645,1.718,0.655,4.28,1.68,24.0,215.0,276.0,386.0,1.19,32.0,1.07,0.129,0.5,1.03,4.5,7
Turtle and vegetable soup,3.71,9.0,0.8,4.75,0.355,0.332,0.196,0.95,0.58,11.0,53.0,165.0,262.0,0.28,36.0,0.21,0.071,4.0,0.25,15.4,1
Tutti-fruitti pudding,15.74,15.0,0.5,0.4000000000000001,0.1303333333333333,0.052,0.0983333333333333,0.35,0.25,4.0,22.33333333333333,46.333333333333336,21.0,0.4966666666666666,8.333333333333334,0.01,0.02,9.8,0.13,0.5,10
Tzatziki dip,3.95,7.0,0.2,5.35,3.724,0.641,1.838,6.31,0.14,11.0,86.0,139.0,307.0,0.38,3.0,0.42,0.06,2.0,0.52,8.2,13
Upma,13.81,0.0,1.3,1.98,1.036,1.092,0.367,2.64,4.06,10.0,29.0,111.0,98.0,0.22,11.0,0.0,0.079,11.0,0.66,5.7,10
Vada,33.25,0.0,5.8,12.75,3.948,4.033,1.337,9.73,3.57,27.0,147.0,373.0,315.0,1.7,5.0,0.0,0.305,9.5,1.54,14.9,10
